system:index,L8,SA,SE,L7
LC08_224079_20150606_73,19846,33.983097,31.623198,18627.0
LC08_224079_20150606_74,13035,33.983097,31.623198,13317.5
LC08_224079_20150606_75,23987,33.983097,31.623198,22885.5
LC08_224079_20150606_76,16588,33.983097,31.623198,15734.5
LC08_224079_20150606_77,17740,33.983097,31.623198,18472.0
LC08_224079_20150606_78,17823,33.983097,31.623198,16721.0
LC08_224079_20150606_79,20341,33.983097,31.623198,19896.0
LC08_224079_20150606_80,17343,33.983097,31.623198,17504.0
LC08_224079_20150606_81,13834,33.983097,31.623198,14237.0
LC08_224079_20150606_82,16951,33.983097,31.623198,17428.0
LC08_224079_20150606_83,13535,33.983097,31.623198,13980.5
LC08_224079_20150606_84,14388,33.983097,31.623198,15452.0
LC08_224079_20150606_85,16829,33.983097,31.623198,17957.0
LC08_224080_20150606_0,17435,33.745155,30.297915,18269.0
LC08_224080_20150606_1,15458,33.745155,30.297915,9842.0
LC08_224080_20150606_2,16348,33.745155,30.297915,12997.0
LC08_224080_20150606_3,13902,33.745155,30.297915,12997.0
LC08_224080_20150606_4,18187,33.745155,30.297915,10113.0
LC08_224080_20150606_5,19124,33.745155,30.297915,19663.0
LC08_224080_20150606_6,18053,33.745155,30.297915,17954.0
LC08_224080_20150606_7,19488,33.745155,30.297915,12997.5
LC08_224080_20150606_8,16389,33.745155,30.297915,10090.0
LC08_224080_20150606_9,17308,33.745155,30.297915,10708.5
LC08_224080_20150606_10,17484,33.745155,30.297915,17465.0
LC08_224080_20150606_11,18037,33.745155,30.297915,18701.0
LC08_224080_20150606_12,16304,33.745155,30.297915,16647.0
LC08_224080_20150606_13,18401,33.745155,30.297915,18056.0
LC08_224080_20150606_14,16122,33.745155,30.297915,15614.0
LC08_224080_20150606_15,15658,33.745155,30.297915,16381.0
LC08_224080_20150606_16,13642,33.745155,30.297915,13800.0
LC08_224080_20150606_17,17878,33.745155,30.297915,18337.0
LC08_224080_20150606_18,13152,33.745155,30.297915,14054.0
LC08_224080_20150606_19,18248,33.745155,30.297915,18873.0
